3 100
0.248511120608 0.548898879506 0.691319052834 
0.798105694376 0.143619002719 0.882134430526 
0.582597791004 0.546705198921 0.594048419705 
0.0563326306733 0.666647867257 0.808136366073 
0.521367672263 0.779975482779 0.406930926478 
0.763660369029 0.806472905721 0.34180072194 
0.244738014018 0.346006405499 0.071183981598 
0.938248072895 0.594219161537 0.247139305586 
0.733966301968 0.665246555252 0.111569516636 
0.0183075424434 0.689679962865 0.313389209907 
0.416597030842 0.141664388359 0.0570555919677 
0.947332844376 0.148282538128 0.846468980967 
0.827513336151 0.616768584894 0.67716712472 
0.246602978967 0.0760307856744 0.35928116706 
0.48161542771 0.748045127678 0.738529799343 
0.676788822008 0.328713354474 0.876984204083 
0.601265932199 0.459102426021 0.146754647959 
0.0973142361148 0.44735226653 0.220461822802 
0.785790686943 0.335071942529 0.107214728016 
0.166193559542 0.985484709884 0.738953494836 
0.622559033456 0.250092770482 0.54975968691 
0.243583460344 0.0506448186372 0.253682416602 
0.660810051209 0.148221950699 0.876351248836 
0.777099235894 0.275119608886 0.478555533199 
0.356315620968 0.427944724263 0.256590998008 
0.696319805681 0.819838980901 0.70075844719 
0.817919412987 0.867187448605 0.735090925598 
0.581732226037 0.333796119142 0.218483606952 
0.612108188665 0.765989076179 0.211652577955 
0.992880772075 0.271808126345 0.600144962857 
0.0320752817199 0.18655597926 0.349171381243 
0.843057595555 0.481732437953 0.255406461002 
0.789584220587 0.564323438063 0.815984025445 
0.321887352085 0.232837767334 0.63834019076 
0.611230866397 0.560756866473 0.185184252861 
0.826394548065 0.548184256831 0.504703190565 
0.000544996298199 0.560462996773 0.874906371416 
0.762674840078 0.653852949965 0.965781153045 
0.77748907665 0.0581099815224 0.00685744114205 
0.370641861352 0.0224952510527 0.906748376698 
0.185904917788 0.872881166229 0.72413238932 
0.92316081246 0.730200678442 0.139846150773 
0.194373704583 0.856824546555 0.858611937754 
0.328330502426 0.973670363775 0.850036600797 
0.0810332737047 0.308701189188 0.507769936133 
0.595167774695 0.254487634832 0.866965959836 
0.778145179049 0.838973026801 0.528049711972 
0.143249793183 0.690863533461 0.0228762007254 
0.0893034586582 0.57280994086 0.898951716596 
0.480806460948 0.279583036466 0.480014744237 
0.276129915978 0.587245046896 0.296560745592 
0.48646337856 0.63973018105 0.321390350363 
0.58114963951 0.311353126618 0.450302858524 
0.921351751082 0.238610662754 0.87020856877 
0.771620592827 0.648268417257 0.579284603077 
0.735031096971 0.077027002526 0.652156412136 
0.253220105245 0.748601771223 0.297022205436 
0.101189151682 0.0763996063692 0.723767184365 
0.249854732319 0.156555934042 0.455372119881 
0.60508040837 0.697919447436 0.524834420206 
0.833058377372 0.27870537176 0.260745411471 
0.430974713967 0.588492496449 0.662986996556 
0.367830372447 0.069471922644 0.766780587574 
0.404520246781 0.939653181575 0.604894808592 
0.41105831759 0.77144182889 0.895438717008 
0.508377575991 0.279323900925 0.607449402852 
0.971599676653 0.0863191697603 0.975476316001 
0.526341371707 0.0850066568067 0.998073885564 
0.0598729411408 0.378271270333 0.584928513451 
0.0744605873855 0.380819329095 0.5416284069 
0.242736727932 0.193078236457 0.318817512273 
0.982654816527 0.254709933751 0.229053698122 
0.0176841128779 0.0665272167941 0.290727569046 
0.658602850734 0.268344644496 0.492689113531 
0.625591393179 0.643775487765 0.952703165319 
0.285934281995 0.0403061120461 0.408771806597 
0.0879910748802 0.738579235013 0.720760070175 
0.722258973534 0.286271595188 0.030583586497 
0.918020686859 0.451966311047 0.838025885028 
0.894546605916 0.466875609456 0.457573410312 
0.992558631966 0.666855719319 0.551073782539 
0.099961062299 0.240407816046 0.732602835577 
0.122613623353 0.238102876026 0.258546443553 
0.00999139890419 0.127839843021 0.579401237798 
0.641947629762 0.617117173685 0.439238178631 
0.529415359557 0.788626389438 0.886880961423 
0.576564077998 0.172131189567 0.325609419485 
0.903653169839 0.751714268114 0.800485246908 
0.77399890633 0.100970358076 0.729530227337 
0.876262070158 0.340507398772 0.541960676026 
0.525620792427 0.751256446157 0.0571147059079 
0.0431656163329 0.93539146573 0.68371834049 
0.601647414627 0.294929745446 0.577311567881 
0.661907389378 0.738076273407 0.602397080962 
0.71380128311 0.735853259469 0.672261751862 
0.345466965293 0.95314572 0.0105249375514 
0.586201532044 0.288029685954 0.691609893285 
0.813675269177 0.49743650388 0.646068082732 
0.0972460156401 0.232964519171 0.634914649104 
0.22769913587 0.875752354013 0.0127773868724 
